id,name,commander,capital_only,hp,prot,mr,mor,str,att,def,prec,enc,mapmove,ap,size,ressize,basecost,rcost,reclimit,rt,leader,undeadleader,magicleader,startage,maxage,F,A,W,E,S,D,N,G,B,H,rand1,nbr1,link1,mask1,rand2,nbr2,link2,mask2,rand3,nbr3,link3,mask3,rand4,nbr4,link4,mask4,wpn1,wpn2,wpn3,wpn4,wpn5,wpn6,wpn7,armor1,armor2,armor3,armor4,resources,mountmnr,reinvigoration,awe,fear,berserk,darkvision,heat,cold,poisonres,fireres,coldres,shockres,slashres,bluntres,pierceres,acidres,regeneration,iceprot,invulnerable,fireshield,banefireshield,standard,inspirational,taskmaster,beastmaster,bodyguard,supplybonus,patrolbonus,pillagebonus,siegebonus,researchbonus,castledef,stealthy,taxcollector,alch,forgebonus,nametype,keywords
797,Archer,False,False,10,0,10,10,10,8,8,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,6,,,,,,15,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Imperial Guard,False,False,10,0,10,13,10,11,12,10,3,14,12,3,3,10015,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,17,118,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,bodyguard
800,Imperial Footman,False,False,10,0,10,12,10,11,11,10,3,14,12,3,3,10013,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,17,118,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Imperial Archer,False,False,10,0,10,12,10,10,10,11,3,14,12,3,3,10013,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,6,,,,,,17,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Imperial Crossbowman,False,False,10,0,10,12,10,10,10,11,3,14,12,3,3,10013,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,6,,,,,,17,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,Celestial Master,True,True,10,0,16,10,10,8,8,11,3,14,8,3,3,10010,1,,2,10,,,220,250,,1,2,1,1,,,1,,2,100,1,1,27392,10,1,1,27392,,,,,,,,,502,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, neednoteat"
804,Minister of Rituals,True,False,10,0,14,10,9,8,8,10,3,14,8,3,3,10010,1,,1,10,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,502,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
805,Eunuch,True,False,10,0,10,10,10,8,8,10,3,14,8,3,3,10005,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,
806,Master of the Dead,True,False,9,0,13,10,9,8,8,10,3,14,8,3,3,10010,1,,1,10,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,9,459,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, spiritsight"
807,Ceremonial Master,True,False,9,0,13,10,9,8,8,10,3,14,8,3,3,10010,1,,1,10,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,502,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
808,Master of the Way,True,False,9,0,15,10,9,8,8,10,3,14,8,3,3,10010,1,,1,10,,,,150,,,1,,,,,,,1,100,1,1,27392,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, neednoteat"
809,Shadow Vestal,False,True,9,0,15,12,9,12,13,10,1,20,13,3,3,10035,1,,1,50,10,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"holy, undead, female, stealthy, neednoteat, ethereal, spiritsight"
813,Imperial Consort,True,False,9,0,10,10,8,8,8,11,3,14,8,3,3,10020,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,"female, stealthy, spy"
830,Serpent Acolyte,True,False,10,0,12,9,9,9,9,10,3,14,10,3,3,10010,1,,1,10,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,holy
837,Huskarl,False,False,10,0,10,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,,,,,,11,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Huskarl,False,False,10,0,10,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,11,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Herse,True,False,12,0,11,11,11,11,11,10,3,14,12,3,3,10010,1,,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,13,118,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Jotun Huskarl,False,False,35,5,12,13,20,11,11,10,3,16,15,6,6,10035,1,,1,50,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,11,20,2,,,,,,,,,,,,,15,-5,,,,,,,,,,,,,,1,,,,,,,,,,,,"snowmove, bodyguard"
841,Godihuskarl,False,False,36,5,12,13,21,11,11,10,3,16,15,6,6,10040,1,,1,50,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,8,20,2,,,,,,,,,,,,,15,-5,,,,,,,,,,,,,,1,,,,,,,,,,,,"snowmove, bodyguard"
842,Jotun Hirdman,False,False,38,5,12,13,22,12,12,10,3,16,15,6,6,10050,1,,1,50,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,13,20,2,,,,,,,,,,,,,15,-5,,,,,,,,,,,,,,1,,,,,,,,,,,,"snowmove, bodyguard"
844,Niefel Jarl,True,True,75,8,18,15,26,13,13,12,2,20,16,9,9,10110,1,,2,150,,,,1000,,,3,,,2,,,,2,100,1,1,20992,10,1,1,20992,,,,,,,,,37,,,,,,,15,28,,,,,,,,,,,15,,,25,-5,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, snowmove, coldpower"
845,Niefel Giant,False,False,69,7,15,14,25,12,12,11,2,20,16,9,9,10110,1,-2,1,50,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,15,2,119,,,,,,,,,,10,,,25,-5,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, snowmove, coldpower"
846,Galderman,True,False,13,0,14,12,10,9,9,10,3,14,10,3,3,10025,1,,1,10,,,,,,2,,,,,,,,,100,1,1,38144,100,1,1,54272,10,1,1,38144,,,,,7,,,,,,,44,269,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,forestsurvival
847,Hangadrott,True,True,15,0,18,14,13,14,16,14,3,14,13,3,3,10025,1,,2,150,,,,1000,,,,,,3,,2,,2,100,1,1,21760,10,1,1,21760,,,,,,,,,357,21,,,,,,49,20,2,,,3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"holy, stealthy, spiritsight"
848,Sidhe Lord,True,False,15,0,17,14,13,15,16,14,3,14,13,3,3,10025,1,,1,100,,,,300,,,,,,,1,2,,2,,,,,,,,,,,,,,,,,475,21,,,,,,142,135,2,,,3521,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,142,"holy, forestsurvival, stealthy"
849,Daoine Sidhe,False,False,13,0,14,12,12,13,13,12,3,14,13,3,3,10030,1,,1,100,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,643,21,,,,,,142,135,2,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,142,"holy, forestsurvival, stealthy"
850,Sidhe Champion,True,False,14,0,15,13,12,14,14,13,3,14,13,3,3,10025,1,,1,100,,,,200,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,474,21,,,,,,142,135,2,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,142,"holy, forestsurvival, stealthy"
853,Skinshifter,False,False,13,0,10,12,12,10,10,10,2,2,13,3,3,10025,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,44,269,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,forestsurvival
855,Valkyrie,False,True,13,0,14,12,11,13,14,13,3,3,13,3,3,10035,1,,1,50,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,357,,,,,,,49,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"holy, female, flying, stealthy, spiritsight"
856,Tuatha,True,True,15,0,18,14,13,15,16,14,3,14,13,3,3,10032,1,,2,150,,,,1000,,,,,,,2,3,,2,100,1,1,26368,10,1,1,26368,,,,,,,,,475,21,,,,,,142,135,155,,,3521,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,142,"holy, forestsurvival, stealthy"
860,Feathered Warrior,False,False,10,0,10,11,10,11,11,10,3,14,12,3,3,10018,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,21,,,,,,106,105,119,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,"forestsurvival, standard"
869,Navigator,True,False,10,0,13,9,10,10,10,10,5,14,12,3,3,10010,1,,1,50,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Warrior Mage,True,False,14,0,13,13,12,12,11,10,3,14,12,3,3,10030,1,,1,50,,,,,,,,,,,,,,,100,2,1,1920,,,,,,,,,,,,,8,,,,,,,18,21,3,,,3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Spider Warrior,False,True,12,0,10,13,11,12,11,10,2,16,13,3,3,10020,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,,,,,,111,21,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"forestsurvival, stealthy"
877,Bane Spider,True,True,14,0,13,14,11,13,12,10,2,16,13,3,3,10035,1,,1,25,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,42,312,,,,,,111,21,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,"forestsurvival, stealthy, assassin"
878,Machaka Militia,False,False,10,0,10,8,10,8,8,10,2,12,13,3,3,10007,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forestsurvival
879,Machaka Archer,False,False,10,0,10,8,10,8,8,10,2,16,13,3,3,10008,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forestsurvival
880,Machaka Warrior,False,False,10,0,10,10,10,10,10,10,2,16,13,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forestsurvival
881,Machaka Chief,True,False,10,0,10,11,10,11,11,10,2,16,13,3,3,10010,1,,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forestsurvival
882,Machaka Hoplite,False,False,11,0,10,11,10,11,11,10,2,16,13,3,3,10014,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,,,,14,20,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"forestsurvival, formationfighter"
883,Machaka Commander,True,False,12,0,10,12,11,12,12,10,2,16,13,3,3,10010,1,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,,,,14,20,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"forestsurvival, formationfighter"
885,Spider Rider,False,False,10,0,10,10,10,10,10,10,3,14,13,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,,,,,,,,,,,3554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forestsurvival
886,Spider Knight,False,False,12,0,10,11,10,11,11,10,3,14,12,3,3,10015,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,14,20,112,,,3554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forestsurvival
887,Spider Lord,True,False,13,0,10,12,11,12,12,10,3,14,12,3,3,10020,1,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,14,20,112,,,3554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forestsurvival
889,Black Hunter,False,True,13,0,11,14,11,12,12,10,3,14,12,3,3,10025,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,19,118,112,,,3555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, forestsurvival"
890,Voice of the Hunters,True,True,14,0,13,15,11,13,12,10,3,14,12,3,3,10020,1,,1,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,10,,,,,,19,148,112,,,3555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, forestsurvival"
891,Spider Sorceress,True,True,9,0,14,12,9,10,11,10,2,16,13,3,3,10010,1,,1,10,,,,,1,,,1,,1,,1,,,100,1,1,5248,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"female, forestsurvival"
892,Witch Doctor,True,False,10,0,13,12,10,10,10,10,2,16,13,3,3,10010,1,,1,10,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,forestsurvival
893,Sorcerer,True,False,10,0,14,12,10,10,10,10,2,16,13,3,3,10010,1,,1,10,,,,,1,,,,,1,2,1,,,100,1,1,29824,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forestsurvival
894,Black Sorcerer,True,True,10,0,16,12,10,10,10,10,2,16,13,3,3,10010,1,,2,10,,,,,2,,,2,,1,,1,,,100,1,1,5248,10,1,1,29824,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forestsurvival
895,Ear of the Lord,True,False,11,0,13,12,10,11,11,10,2,16,13,3,3,10010,1,,1,0,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,6,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,"holy, forestsurvival, stealthy, spy"
896,Eye of the Lord,True,False,12,0,13,12,11,12,12,10,2,16,13,3,3,10010,1,,1,50,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,16,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,"holy, forestsurvival"
897,Voice of the Lord,True,False,10,0,13,12,10,10,10,10,2,16,13,3,3,10010,1,,1,100,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,12,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, forestsurvival"
901,Black Dryad,True,False,11,0,16,10,10,10,12,10,3,16,15,3,3,10009,1,,1,50,50,,,,,,,,,1,1,1,,2,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,"holy, female, forestsurvival, stealthy"
913,Vaetti Hag,True,False,7,0,14,9,8,8,8,10,3,12,10,2,2,10007,1,,1,10,,,,100,,,,,,,,,,,100,1,1,63488,,,,,,,,,,,,,543,,,,,,,15,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,-2,,40,,,,,"female, forestsurvival, stealthy"
923,Warlock Apprentice,True,True,15,0,14,10,13,10,9,8,2,12,10,3,3,10020,1,,1,10,,,,35,,,,,1,,,,2,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,50,3,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wastesurvival, crossbreeder"
927,Noble,False,False,12,0,10,13,11,11,12,10,3,14,12,3,3,10020,1,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,17,118,1,,,3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Heavy Footman,False,False,10,0,10,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,17,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Heavy Footman,False,False,10,0,10,10,10,10,10,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,17,118,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Khan,True,False,14,0,10,13,12,13,13,10,3,14,12,3,3,10025,1,,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,264,,,,,17,118,2,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,
937,Marshmaster,True,False,11,5,16,10,10,9,9,10,4,12,9,3,3,10010,1,,1,10,,,,,,,1,,,2,2,,,,100,1,1,14848,10,1,1,14848,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"coldblood, swampsurvival, swimming"
938,Barbarian Horseman,False,False,12,0,10,11,10,11,11,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,264,,,,,,15,118,1,,,3574,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
939,Barbarian Heavy Horseman,False,False,12,0,10,12,10,11,11,10,3,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,264,,,,,17,118,2,,,3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
940,Master of the Five Elements,True,True,10,0,16,10,10,9,9,11,3,14,8,3,3,10010,1,,1,10,,,,150,1,1,1,1,,,1,,,1,100,1,1,10112,,,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holy
941,Celestial Master,True,True,10,0,16,10,10,8,8,11,3,14,8,3,3,10010,1,,2,10,,,275,300,1,1,2,,1,,,1,,2,100,1,1,13440,100,1,1,19200,10,1,1,19200,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, flying, neednoteat, spiritsight"
948,Vanadrott,True,True,15,0,18,14,13,14,16,14,3,14,13,3,3,10025,1,,2,150,,,,1000,,2,,,,,,2,1,2,100,1,1,54528,10,1,1,54528,,,,,,,,,357,21,,,,,,49,20,2,,,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"holy, stealthy"
949,Raven Guard,False,False,12,0,10,13,11,12,11,10,4,20,9,4,3,10016,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,,,198,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,111,"flying, stealthy"
950,Völva,True,False,9,0,14,10,8,8,8,10,4,12,8,3,3,10010,1,,1,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"female, spiritsight"
951,Harab Seraph,True,False,9,0,14,12,9,8,7,12,4,20,8,4,3,10010,1,,1,50,,,,,,1,,,,1,,,,,100,1,1,6016,,,,,,,,,,,,,6,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flying
974,Ichtyid,False,False,16,5,8,12,11,9,8,7,3,2,8,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphibian
983,Humanbred,False,False,12,0,11,9,11,10,9,8,3,12,11,3,3,10013,1,,1,50,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,6,20,4,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wastesurvival, slave"
984,Abysian Light Infantry,False,False,12,0,11,10,11,10,9,8,3,12,11,3,3,10012,1,,1,50,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,6,20,4,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,wastesurvival
985,Abysian Light Infantry,False,False,12,0,11,10,11,10,9,8,3,12,11,3,3,10012,1,,1,50,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,6,20,4,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,wastesurvival
986,Abysian Heavy Infantry,False,False,12,0,11,10,11,10,9,8,3,12,11,3,3,10012,1,,1,50,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,14,20,4,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,wastesurvival
987,Abysian Heavy Infantry,False,False,12,0,11,10,11,10,9,8,3,12,11,3,3,10012,1,,1,50,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,14,20,4,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,wastesurvival
988,Abysian Heavy Infantry,False,False,12,0,11,10,11,10,9,8,3,12,11,3,3,10012,1,,1,50,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,14,20,,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,wastesurvival
989,Abysian Heavy Infantry,False,False,12,0,11,10,11,10,9,8,3,12,11,3,3,10012,1,,1,50,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,14,20,,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,wastesurvival
990,Guardian of the Pyre,False,True,17,0,12,13,14,11,10,7,2,12,11,3,3,10025,1,,1,50,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,14,20,4,,,,,,,,50,3,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, wastesurvival"
991,Newt,True,False,11,0,13,10,13,10,9,8,3,12,11,3,3,10012,1,,1,50,,,,45,1,,,,,,,,,1,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, wastesurvival"
992,Abysian Commander,True,False,14,0,11,12,12,11,10,8,3,12,11,3,3,10012,1,,1,100,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,14,20,,,,,,,,,50,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,wastesurvival
999,Wizard of the Crescent Moon,True,False,10,0,14,12,9,8,8,12,3,14,10,3,3,10010,1,,2,10,,,,,,,2,,1,,,,,,100,1,1,6912,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
1003,Harab Elder,True,True,9,0,16,13,9,8,8,12,4,20,7,4,3,10010,1,,2,50,,,,,,2,,1,,2,,,,2,100,1,1,6016,10,1,1,6016,,,,,,,,,6,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"holy, flying"
1004,Caelian Seraph,True,True,9,0,14,11,9,8,7,12,4,20,8,4,3,10010,1,,1,10,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,flying
1010,Svartalf,True,True,9,4,16,13,13,10,11,10,3,10,6,2,2,10010,1,,2,10,,,,250,,,,2,,2,,,,,100,1,1,21888,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountainsurvival
1011,Fortune Teller,True,True,10,0,13,8,8,8,8,10,3,14,10,3,3,10010,1,,1,10,,,,,,,,,1,,,,,,100,1,1,55296,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female
1012,Member of the Second Tier,True,False,10,0,14,10,9,8,8,10,3,14,10,3,3,10010,1,,1,10,,,,,,,,,2,,,,1,,10,1,1,39040,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,"stealthy, spy"
1013,Pikeneer,False,False,12,0,9,10,11,10,10,10,2,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Halberdier,False,False,12,0,9,10,11,10,10,10,2,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
1015,Infantry of Ulm,False,False,12,0,9,10,11,10,10,10,2,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,9,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Commander of Ulm,True,False,12,0,9,10,11,10,10,10,2,14,12,3,3,10010,1,,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,9,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Ranger of Ulm,False,False,12,0,9,10,11,10,10,12,2,14,12,3,3,10012,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,25,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"forestsurvival, stealthy"
1018,Ranger Captain,True,False,12,0,9,10,11,10,10,12,2,14,12,3,3,10010,1,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,25,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,"forestsurvival, stealthy"
1020,Ghoul Guardian,False,True,16,0,12,18,13,11,10,10,0,20,10,3,3,20,1,,1,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,,,,,,,215,219,,,,,,,,,50,,,25,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,"undead, neednoteat"
